Wavelength,0.7,0.75,0.8,0.85,0.9,1.1,1.3,1.5,1.6,1.7,1.8,2
2194.43,-0.974337,-0.8398,-0.574916,-0.294099,-0.159486,0.0225788,0.0212309,-0.00373356,-0.00693409,3.33338,0.101331,24.0338
1979.52,-0.254692,-0.439606,-0.386969,-0.230999,-0.137489,0.0206157,0.0246912,-0.00479507,-0.00854428,3.13507,0.0872799,17.9278
1802.95,-0.0899831,-0.0975049,-0.159104,-0.132816,-0.0942768,0.0148655,0.0280055,-0.00544929,-0.0101615,2.9232,0.0656319,13.6383
1655.29,0.208401,0.0916415,-0.0669005,-0.0570127,-0.0502381,0.000928836,0.0308944,-0.00572364,-0.0111543,2.67475,0.0510672,10.4451
1530,0.297143,0.225604,0.416669,-0.0830879,-0.0362885,-0.0273798,0.0325157,-0.00575801,-0.0123143,2.38145,0.0315927,7.9061
1422.33,0.300554,0.30134,0.254936,0.370238,-0.122363,-0.0815671,0.0331439,-0.00541059,-0.0128137,2.02679,0.0123358,5.86467
1328.82,0.297384,0.336616,0.324214,0.230607,0.313837,-0.162414,0.0307331,-0.00494261,-0.0130814,1.57326,-0.00823855,4.11206
1246.85,0.316201,0.340844,0.378766,0.274595,0.228577,0.0390577,0.0243416,-0.0044677,-0.013405,0.950675,-0.0280181,2.30103
1174.41,0.333647,0.345395,0.394124,0.327507,0.267831,0.328905,0.0104919,-0.00438259,-0.0129949,0.115349,-0.0580096,-0.0780371
1109.92,0.333927,0.356493,0.390944,0.354625,0.317266,0.332932,-0.0181142,-0.00549479,-0.0137014,-1.03046,-0.0900259,-3.68092
1052.14,0.327428,0.365604,0.39039,0.357567,0.346717,0.330011,-0.0875156,-0.00883316,-0.0143264,-2.57553,-0.150518,-9.93463
1000.08,0.328126,0.367993,0.398385,0.351769,0.352938,0.31487,-0.186904,-0.0169454,-0.017143,-4.65263,-0.377494,-23.781
952.933,0.334923,0.367234,0.409415,0.35004,0.347413,0.318659,0.146738,-0.0440282,-0.0250721,-7.62506,-2.50944,-62.9068
910.029,0.338384,0.368348,0.41659,0.356084,0.343131,0.314366,0.293353,-0.0976644,-0.0428239,-12.4624,-1.99674,-242.036
870.822,0.335722,0.371841,0.418051,0.366283,0.346566,0.324246,0.29475,-0.827128,-0.155588,-20.6322,-1.67029,-392.085
834.854,0.332655,0.374763,0.416791,0.374984,0.356653,0.325828,0.298158,0.355065,-2.30179,-36.0991,-0.54236,-443.782
801.739,0.333794,0.375238,0.416697,0.378922,0.368238,0.338602,0.278821,0.305471,-1.16224,-69.075,-1.92454,-222.122
771.151,0.336984,0.374441,0.419202,0.378609,0.376454,0.343357,0.301969,0.277928,0.825085,-25.9277,-1.57872,-328.811
742.811,0.337762,0.374591,0.422928,0.376938,0.37944,0.356723,0.292416,0.260739,0.468869,143.355,-1.09402,-951.594
716.48,0.335705,0.376235,0.425655,0.376735,0.378574,0.362744,0.293588,0.24539,0.3215,435.316,-0.88324,-305.412
691.952,0.334146,0.378007,0.4264,0.379028,0.376888,0.374938,0.222761,0.223459,0.356639,604.306,-0.67935,-119.836
669.048,0.335107,0.378566,0.425943,0.382876,0.377009,0.380981,0.345483,0.303465,0.364181,400.673,1.29375,-44.8984
647.612,0.336942,0.378124,0.42581,0.386442,0.379834,0.39114,0.314437,0.288776,0.326349,262.948,0.782276,-37.4944
627.507,0.337146,0.37796,0.426889,0.388365,0.38445,0.396705,0.343772,0.311116,0.343022,196.881,0.691745,-64.8515
608.612,0.33573,0.378839,0.428868,0.38853,0.389027,0.404806,0.351809,0.320798,0.344141,164.355,0.636959,187.038
590.822,0.334792,0.38025,0.430731,0.387903,0.392013,0.409857,0.350902,0.325444,0.348028,147.101,0.572555,120.719
574.042,0.335511,0.381151,0.431715,0.387743,0.392931,0.416284,0.373053,0.340158,0.357451,137.43,0.562671,99.1963
558.189,0.336787,0.38118,0.43187,0.388789,0.392452,0.420916,0.365777,0.340431,0.35671,132.256,0.510219,83.1507
543.189,0.336972,0.380972,0.431886,0.390906,0.391855,0.426106,0.380175,0.350707,0.365262,130.633,0.497933,68.5133
528.973,0.336023,0.381358,0.432452,0.393311,0.392269,0.430388,0.383896,0.354607,0.365519,131.389,0.483935,56.1063
515.483,0.335342,0.382463,0.43373,0.395148,0.394114,0.434682,0.383196,0.358011,0.370396,133.281,0.457898,46.2237
502.663,0.335847,0.383644,0.435313,0.396007,0.396994,0.438626,0.396164,0.365366,0.373895,136.871,0.465826,38.2103
490.466,0.336895,0.384241,0.436621,0.396102,0.400015,0.442253,0.391407,0.366072,0.375213,142.713,0.445932,32.3939
478.846,0.337257,0.384274,0.437363,0.396071,0.402304,0.445837,0.399555,0.371754,0.380528,152.626,0.445979,27.7536
467.765,0.336691,0.384365,0.437721,0.396558,0.403437,0.448945,0.403405,0.374669,0.38108,170.277,0.447804,24.1631
457.184,0.336139,0.385058,0.438157,0.397853,0.403603,0.452132,0.401138,0.376191,0.384785,199.471,0.433664,21.6563
447.072,0.336479,0.386273,0.439047,0.399768,0.403449,0.454817,0.410807,0.380901,0.38725,222.121,0.445423,19.4231
437.398,0.337473,0.387424,0.440418,0.401794,0.403724,0.457571,0.407919,0.381275,0.388057,206.471,0.436382,17.9372
428.133,0.338148,0.388035,0.441966,0.403407,0.404928,0.459904,0.411421,0.383863,0.391613,185.13,0.435757,16.8078
419.252,0.338015,0.388213,0.443305,0.404355,0.407092,0.462188,0.416602,0.386182,0.391831,175.31,0.445055,15.8033
410.733,0.337625,0.388527,0.444244,0.404776,0.409802,0.464234,0.412503,0.385934,0.393653,173.821,0.432504,15.3697
402.553,0.337862,0.389439,0.444915,0.405096,0.412414,0.466016,0.419374,0.38853,0.395331,176.553,0.444359,14.9218
394.692,0.338888,0.39085,0.445655,0.405799,0.414352,0.46784,0.418555,0.388677,0.395057,181.029,0.443807,14.7515
387.132,0.33998,0.392206,0.446769,0.407167,0.415366,0.469089,0.41724,0.38876,0.397019,187.017,0.437641,14.9187
379.857,0.3404,0.393026,0.448322,0.409144,0.415632,0.470767,0.423409,0.390405,0.39682,195.491,0.454986,15.022
372.85,0.340259,0.393371,0.450096,0.411367,0.415671,0.471449,0.418428,0.389292,0.397223,206.319,0.445209,15.5736
366.097,0.340378,0.3938,0.451744,0.413356,0.416121,0.473071,0.421119,0.389829,0.398195,219.005,0.452321,16.2338
359.584,0.341336,0.394852,0.453023,0.414747,0.417468,0.473144,0.423334,0.390099,0.397256,234.888,0.466887,17.048
353.299,0.34279,0.396529,0.453955,0.415485,0.419827,0.474817,0.417482,0.388691,0.398511,255.283,0.454863,18.3776
347.229,0.343848,0.398258,0.454818,0.415854,0.422885,0.47423,0.423046,0.38935,0.397973,279.555,0.477295,19.737